artistName,trackName,msPlayed
Helena Bonham Carter,Bibbidi-Bobbidi-Boo (The Magic Song),5735
Ed Sheeran,Bibia Be Ye Ye,3333
Ed Sheeran,Bibia Be Ye Ye,176746
Edie Chastain,Bienveillant,117472
Gregory Alan Isakov,Big Black Car,1020
Gregory Alan Isakov,Big Black Car,1857
Gregory Alan Isakov,Big Black Car,2990
Gregory Alan Isakov,Big Black Car,3482
Gregory Alan Isakov,Big Black Car,4460
Gregory Alan Isakov,Big Black Car,6990
Gregory Alan Isakov,Big Black Car,9050
Gregory Alan Isakov,Big Black Car,16917
Gregory Alan Isakov,Big Black Car,144890
Gregory Alan Isakov,Big Black Car,185527
Gregory Alan Isakov,Big Black Car,188696
Gregory Alan Isakov,Big Black Car,193553
Gregory Alan Isakov,Big Black Car,199190
Gregory Alan Isakov,Big Black Car,203797
Gregory Alan Isakov,Big Black Car,205376
Gregory Alan Isakov,Big Black Car,212973
Gregory Alan Isakov,Big Black Car,214730
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217466
Gregory Alan Isakov,Big Black Car,217935
Gregory Alan Isakov,Big Black Car,256064
Gregory Alan Isakov,Big Black Car,260922
Better Oblivion Community Center,Big Black Heart,17472
Latto,Big Energy,173182
MIKA,Big Girl (You Are Beautiful),1010
MIKA,Big Girl (You Are Beautiful),1160
Bleachers,Big Life,29744
Fleetwood Mac,Big Love - 2017 Remaster,6357
Fleetwood Mac,Big Love - 2017 Remaster,27264
The Lumineers,Big Parade,1044
The Lumineers,Big Parade,1066
The Lumineers,Big Parade,1290
The Lumineers,Big Parade,2484
The Lumineers,Big Parade,4650
The Lumineers,Big Parade,8524
The Lumineers,Big Parade,8568
The Lumineers,Big Parade,314839
The Lumineers,Big Parade,317463
The Lumineers,Big Parade,325810
The Lumineers,Big Parade,327733
The Lumineers,Big Parade,327733
The Lumineers,Big Parade,327733
The Lumineers,Big Parade,327733
The Lumineers,Big Parade,327733
The Lumineers,BIG SHOT,1322
The Lumineers,BIG SHOT,1600
The Lumineers,BIG SHOT,3993
The Lumineers,BIG SHOT,4860
The Lumineers,BIG SHOT,6501
The Lumineers,BIG SHOT,31000
The Lumineers,BIG SHOT,46538
The Lumineers,BIG SHOT,181040
The Lumineers,BIG SHOT,181040
Samia,Big Wheel,1280
Taylor Swift,Bigger Than The Whole Sky,6679
Taylor Swift,Bigger Than The Whole Sky,12086
Taylor Swift,Bigger Than The Whole Sky,51348
Taylor Swift,Bigger Than The Whole Sky,218502
Taylor Swift,Bigger Than The Whole Sky,218502
Taylor Swift,Bigger Than The Whole Sky,218502
Taylor Swift,Bigger Than The Whole Sky,219501
Ringing Out,Billie Eilish - TV,8064
Ringing Out,Billie Eilish - TV,8277
Travie McCoy,Billionaire (feat. Bruno Mars),6455
Travie McCoy,Billionaire (feat. Bruno Mars),211160
Sia,Bird Set Free,7550
Imagine Dragons,Birds (feat. Elisa),4510
JP Cooper,Birthday,2647
Katy Perry,Birthday,8986
Katy Perry,Birthday,48410
Katy Perry,Birthday,108553
The Lumineers,BIRTHDAY,173690
The Lumineers,BIRTHDAY,180484
JP Cooper,Birthday,201786
Katy Perry,Birthday,215042
Katy Perry,Birthday,215042
The Lumineers,BIRTHDAY,254160
The Lumineers,BIRTHDAY,254160
The Lumineers,BIRTHDAY,254160
The Lumineers,BIRTHDAY,254160
The Lumineers,BIRTHDAY,254160
The Lumineers,BIRTHDAY,254160
Rihanna,Bitch Better Have My Money,219305
FLETCHER,Bitter,5802
Coldplay,Biutyful,1070
Coldplay,Biutyful,1718
Coldplay,Biutyful,3066
Coldplay,Biutyful,11243
Coldplay,Biutyful,22549
Coldplay,Biutyful,40565
Coldplay,Biutyful,52500
Coldplay,Biutyful,70751
Coldplay,Biutyful,76370
Coldplay,Biutyful,84314
Coldplay,Biutyful,108901
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Coldplay,Biutyful,192394
Niall Horan,Black And White,112825
Little Mix,Black Magic,1369
Little Mix,Black Magic,1408
Little Mix,Black Magic,1856
Little Mix,Black Magic,2716
Little Mix,Black Magic,4153
Little Mix,Black Magic,4544
Little Mix,Black Magic,24079
Little Mix,Black Magic,29560
Little Mix,Black Magic,30037
Little Mix,Black Magic,30116
Little Mix,Black Magic,72260
Little Mix,Black Magic,92420
Greta Van Fleet,Black Smoke Rising,22453
James Smith,Blackbird,2666
Boyce Avenue,Blackbird,22870
George Ezra,Blame It on Me,6634
The Jacksons,Blame It on the Boogie,7189
The Jacksons,Blame It on the Boogie,26048
The Jacksons,Blame It on the Boogie,52010
The Jacksons,Blame It on the Boogie,53077
The Jacksons,Blame It on the Boogie,105706
The Jacksons,Blame It on the Boogie,112383
The Jacksons,Blame It on the Boogie,132672
Taylor Swift,Blank Space,1237
Taylor Swift,Blank Space,1344
Taylor Swift,Blank Space,1941
Taylor Swift,Blank Space,2453
Taylor Swift,Blank Space,13738
Taylor Swift,Blank Space,22677
Taylor Swift,Blank Space,39525
Taylor Swift,Blank Space,73630
Taylor Swift,Blank Space,113963
Taylor Swift,Blank Space,157707
Taylor Swift,Blank Space,192213
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space,231826
Taylor Swift,Blank Space - Voice Memo,1021
Taylor Swift,Blank Space - Voice Memo,1578
Taylor Swift,Blank Space - Voice Memo,3041
Taylor Swift,Blank Space - Voice Memo,3740
Taylor Swift,Blank Space - Voice Memo,4888
Taylor Swift,Blank Space - Voice Memo,131186
BROCKHAMPTON,BLEACH,14810
BROCKHAMPTON,BLEACH,21980
Daniel Caesar,Blessed,10720
Nehemiah Heckler,Blessings,7202
Coi Leray,Blick Blick (with Nicki Minaj),178413
ROLE MODEL,blind,153293
Mumford & Sons,Blind Leading the Blind,5162
Nate Fifield,Blinding Lights (Plié),1216
Nate Fifield,Blinding Lights (Plié),34517
Nate Fifield,Blinding Lights (Plié),34861
Nate Fifield,Blinding Lights (Plié),56867
Nate Fifield,Blinding Lights (Plié),59626
Nate Fifield,Blinding Lights (Plié),105450
Nate Fifield,Blinding Lights (Plié),107882
Nate Fifield,Blinding Lights (Plié),112768
Nate Fifield,Blinding Lights (Plié),113898
Nate Fifield,Blinding Lights (Plié),113898
Nate Fifield,Blinding Lights (Plié),113898
Half an Orange,Blink 182,9344
Gracie Abrams,Block me out,1514
Gracie Abrams,Block me out,7234
Peach PRC,Blondes,3456
Peach PRC,Blondes,41726
Current Joys,Blondie,1962
Current Joys,Blondie,11958
Maggie Rogers,Blood Ballet,8149
Bon Iver,Blood Bank,1621
Kid Bloom,Blood Sugar,1002
Ariana Grande,bloodline,8000
Ariana Grande,bloodline,24911
Ariana Grande,bloodline,38429
Stateless,Bloodstream,7400
Ed Sheeran,Bloodstream,300253
The Paper Kites,Bloom - Bonus Track,1300
The Paper Kites,Bloom - Bonus Track,2220
The Paper Kites,Bloom - Bonus Track,131839
Soccer Mommy,Blossom (Wasting All My Time),1280
P!nk,Blow Me (One Last Kiss),1002
P!nk,Blow Me (One Last Kiss),1109
P!nk,Blow Me (One Last Kiss),1450
Troye Sivan,BLUE,7530
Michael Bublé,Blue Christmas,2530
Michael Bublé,Blue Christmas,23126
Michael Bublé,Blue Christmas,83893
Michael Bublé,Blue Christmas,223927
Jonny Brenns,Blue Jeans,24703
Meek Mill,Blue Notes,1462
Meek Mill,Blue Notes,7180
Lil Mosey,Blueberry Faygo,2000
The Chicks,Bluegrass Instrumental,4735
Khalid,Bluffin',9175
Khalid,Bluffin',14012
Khalid,Bluffin',123344
Khalid,Bluffin',199240
Khalid,Bluffin',199240
BETWEEN FRIENDS,blushing!,1429
Ari Lennox,BMO (feat. Doja Cat) - Remix,1365
Syd,Body,10379
Loud Luxury,Body,14280
Syd,Body,152933
Loud Luxury,Body,163216
Megan Thee Stallion,Body,171067
Andrew Holdsworth,Bohemian Rhapsody: Pliés 2,44721
John Mayer,"Bold as Love - Live at the Nokia Theatre, Los Angeles, CA - December 2007",196928
John Mayer,"Bold as Love - Live at the Nokia Theatre, Los Angeles, CA - December 2007",517973
John Mayer,"Bold as Love - Live at the Nokia Theatre, Los Angeles, CA - December 2007",518642
The Ivy,Bolder Feelings,1393
The Ivy,Bolder Feelings,30998
The Ivy,Bolder Feelings,57655
The Ivy,Bolder Feelings,104917
The Ivy,Bolder Feelings,110916
Nick Jonas,Bom Bidi Bom,1857
Nick Jonas,Bom Bidi Bom,214760
Ben Howard,Bones,1877
Imagine Dragons,Bones,2368
Ben Howard,Bones,12458
Imagine Dragons,Bones,44440
Childish Gambino,Bonfire,3391
Childish Gambino,Bonfire,59690
Childish Gambino,Bonfire,123733
Ella Mai,Boo'd Up,2925
The Sylvers,Boogie Fever,21120
KC & The Sunshine Band,Boogie Shoes,2410
Glee Cast,Boogie Shoes (Glee Cast Version),3327
Glee Cast,Boogie Shoes (Glee Cast Version),41642
Lennon & Maisy,Boom Clap,9151
Spacey Jane,Booster Seat,1792
Spacey Jane,Booster Seat,2282
Spacey Jane,Booster Seat,3071
Spacey Jane,Booster Seat,3925
Spacey Jane,Booster Seat,7765
Spacey Jane,Booster Seat,10240
Spacey Jane,Booster Seat,25855
Spacey Jane,Booster Seat,93255
Spacey Jane,Booster Seat,99157
Spacey Jane,Booster Seat,109951
Spacey Jane,Booster Seat,173418
The Lumineers,Boots Of Spanish Leather,1408
The Lumineers,Boots Of Spanish Leather,47229
DaBaby,BOP,3029
JoJo Siwa,Bop!,1365
Tame Impala,Borderline,1557
Thomas Headon,Bored,2112
ella jane,bored&blind,4145
ella jane,bored&blind,9621
Cast of High School Musical: The Musical: The Series,"Born to Be Brave - From ""High School Musical: The Musical: The Series""",4010
Kygo,Born To Be Yours,7825
Red Hearse,Born To Bleed,1621
Sara Evans,Born to Fly,13290
Doja Cat,Boss Bitch,1514
Doja Cat,Boss Bitch,4249
Augustana,Boston,5482
Yung Gravy,Bought the Plug a Present (feat. Jay Storm),1509
Recent Rumors,Boulangerie,1300
Recent Rumors,Boulangerie,198461
Big Sean,Bounce Back,222360
Kanye West,Bound 2,225139
Selena Gomez,Boyfriend,1671
Justin Bieber,Boyfriend - Acoustic Version,4690
Ariana Grande,boyfriend (with Social House),1557
Ariana Grande,boyfriend (with Social House),1880
Ariana Grande,boyfriend (with Social House),3436
Ariana Grande,boyfriend (with Social House),12492
Ariana Grande,boyfriend (with Social House),182741
Harry Styles,Boyfriends,1002
Harry Styles,Boyfriends,1020
Harry Styles,Boyfriends,1830
Harry Styles,Boyfriends,2005
Harry Styles,Boyfriends,3008
Harry Styles,Boyfriends,5100
Harry Styles,Boyfriends,12437
Harry Styles,Boyfriends,21894
Harry Styles,Boyfriends,25832
Harry Styles,Boyfriends,34212
Harry Styles,Boyfriends,41914
Harry Styles,Boyfriends,109610
Harry Styles,Boyfriends,193339
Harry Styles,Boyfriends,194543
Harry Styles,Boyfriends,194543
Harry Styles,Boyfriends,194543
Harry Styles,Boyfriends,194543
Harry Styles,Boyfriends,194543
Harry Styles,Boyfriends,194543
Lizzo,Boys,17020
Britney Spears,Boys,22140
Hippo Campus,Boys,253849
SAYGRACE,Boys Ain't Shit (feat. Tate McRae & Audrey Mika),153344
Jesy Nelson,Boyz (feat. Nicki Minaj),15910
Savannah Outen,Brave,2709
Savannah Outen,Brave,3050
Declan McKenna,Brazil,1010
Declan McKenna,Brazil,1024
Declan McKenna,Brazil,1044
Declan McKenna,Brazil,1068
Declan McKenna,Brazil,1137
Declan McKenna,Brazil,1230
Declan McKenna,Brazil,1253
Declan McKenna,Brazil,1286
Declan McKenna,Brazil,1314
Declan McKenna,Brazil,1323
Declan McKenna,Brazil,1323
Declan McKenna,Brazil,1369
Declan McKenna,Brazil,1393
Declan McKenna,Brazil,1420
Declan McKenna,Brazil,1439
Declan McKenna,Brazil,1764
Declan McKenna,Brazil,1801
Declan McKenna,Brazil,1927
Declan McKenna,Brazil,2043
Declan McKenna,Brazil,2159
Declan McKenna,Brazil,2252
Declan McKenna,Brazil,2602
Declan McKenna,Brazil,3306
Declan McKenna,Brazil,4017
Declan McKenna,Brazil,4202
Declan McKenna,Brazil,6757
Declan McKenna,Brazil,9395
Declan McKenna,Brazil,12956
Declan McKenna,Brazil,15209
Declan McKenna,Brazil,17414
Declan McKenna,Brazil,17913
Declan McKenna,Brazil,45673
Declan McKenna,Brazil,62392
Declan McKenna,Brazil,75580
Declan McKenna,Brazil,94963
Declan McKenna,Brazil,102733
Declan McKenna,Brazil,103592
Declan McKenna,Brazil,176868
Declan McKenna,Brazil,225070
Declan McKenna,Brazil,237145
Declan McKenna,Brazil,240798
Declan McKenna,Brazil,244970
Declan McKenna,Brazil,247826
Declan McKenna,Brazil,248810
Declan McKenna,Brazil,249820
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Declan McKenna,Brazil,252306
Kacey Musgraves,breadwinner,200840
Ariana Grande,Break Free,50898
Ariana Grande,Break Free,66048
PARTYNEXTDOOR,Break from Toronto,8469
PARTYNEXTDOOR,Break from Toronto,99213
PARTYNEXTDOOR,Break from Toronto,99213
Dua Lipa,Break My Heart,1088
Dua Lipa,Break My Heart,1220
Dua Lipa,Break My Heart,1230
Dua Lipa,Break My Heart,1301
Dua Lipa,Break My Heart,1493
Dua Lipa,Break My Heart,1671
Dua Lipa,Break My Heart,1728
Dua Lipa,Break My Heart,1741
Dua Lipa,Break My Heart,2154
Dua Lipa,Break My Heart,2507
Dua Lipa,Break My Heart,2901
Dua Lipa,Break My Heart,4690
Dua Lipa,Break My Heart,4806
Dua Lipa,Break My Heart,4842
Dua Lipa,Break My Heart,5247
Dua Lipa,Break My Heart,5504
Dua Lipa,Break My Heart,6843
Dua Lipa,Break My Heart,7830
Dua Lipa,Break My Heart,13955
Dua Lipa,Break My Heart,58240
Dua Lipa,Break My Heart,70741
Dua Lipa,Break My Heart,105299
Dua Lipa,Break My Heart,138858
Dua Lipa,Break My Heart,158476
Dua Lipa,Break My Heart,204309
Dua Lipa,Break My Heart,221820
Dua Lipa,Break My Heart,221820
Dua Lipa,Break My Heart,221820
Dua Lipa,Break My Heart,221820
Dua Lipa,Break My Heart,221820
Dua Lipa,Break My Heart,221820
FINNEAS,Break My Heart Again,6315
FINNEAS,Break My Heart Again,9451
FINNEAS,Break My Heart Again,238012
FINNEAS,Break My Heart Again,238012
FINNEAS,Break My Heart Again,238012
FINNEAS,Break My Heart Again,238012
James Bay,Break My Heart Right,3989
Charlie Burg,Break The Rhythm,1023
Old Dominion,Break Up with Him,207733
Ariana Grande,"break up with your girlfriend, i'm bored",1109
Ariana Grande,"break up with your girlfriend, i'm bored",1300
Ariana Grande,"break up with your girlfriend, i'm bored",6873
Ariana Grande,"break up with your girlfriend, i'm bored",190440
Ariana Grande,"break up with your girlfriend, i'm bored",190440
Ariana Grande,"break up with your girlfriend, i'm bored",190440
Ariana Grande,"break up with your girlfriend, i'm bored",190440
Kelly Clarkson,Breakaway,7360
Troy,Breaking Free,2760
Troy,Breaking Free,4097
Troy,Breaking Free,16700
Troy,Breaking Free,68210
Troy,Breaking Free,202522
Sam Smith,Breaking Hearts,5397
Blake McGrath,Breakthrough,7290
Seinabo Sey,Breathe,4693
Lauv,Breathe,37810
Taylor Swift,Breathe (feat. Colbie Caillat) (Taylor’s Version),2175
Taylor Swift,Breathe (feat. Colbie Caillat) (Taylor’s Version),16875
Taylor Swift,Breathe (feat. Colbie Caillat) (Taylor’s Version),220841
Sara Bareilles,Breathe Again,14485
Sleeping At Last,Breathe Again,48040
Sleeping At Last,Breathe Deep,5568
Tame Impala,Breathe Deeper,4249
Tame Impala,Breathe Deeper,20507
Sia,Breathe Me,6300
Sia,Breathe Me,17471
Sia,Breathe Me,18090
Ariana Grande,breathin,1600
Ariana Grande,breathin,13866
Ariana Grande,breathin,198160
Ariana Grande,breathin,198160
Peach Pit,Brian's Movie,233933
Little Comets,Bridge Burn,1160
Katie Melua,Bridge Over Troubled Water,8768
Celtic Woman,Bridge Over Troubled Water,9941
Aisha Badru,Bridges - Acoustic,13750
Mike Mains & The Branches,Briggs,4949
Mike Mains & The Branches,Briggs,17471
Matchbox Twenty,Bright Lights,1130
Matchbox Twenty,Bright Lights,5930
Matchbox Twenty,Bright Lights,15236
Matchbox Twenty,Bright Lights,24448
Matchbox Twenty,Bright Lights,203785
Matchbox Twenty,Bright Lights,234426
Matchbox Twenty,Bright Lights,234426
The Lumineers,BRIGHTSIDE,1068
The Lumineers,BRIGHTSIDE,1109
The Lumineers,BRIGHTSIDE,1114
The Lumineers,BRIGHTSIDE,1137
The Lumineers,BRIGHTSIDE,1277
The Lumineers,BRIGHTSIDE,1323
The Lumineers,BRIGHTSIDE,1343
The Lumineers,BRIGHTSIDE,1416
The Lumineers,BRIGHTSIDE,1695
The Lumineers,BRIGHTSIDE,3831
The Lumineers,BRIGHTSIDE,4120
The Lumineers,BRIGHTSIDE,4899
The Lumineers,BRIGHTSIDE,5920
The Lumineers,BRIGHTSIDE,6250
The Lumineers,BRIGHTSIDE,9150
The Lumineers,BRIGHTSIDE,13910
The Lumineers,BRIGHTSIDE,15232
The Lumineers,BRIGHTSIDE,17113
The Lumineers,BRIGHTSIDE,19040
The Lumineers,BRIGHTSIDE,24883
The Lumineers,BRIGHTSIDE,40425
The Lumineers,BRIGHTSIDE,54032
The Lumineers,BRIGHTSIDE,57018
The Lumineers,BRIGHTSIDE,101663
The Lumineers,BRIGHTSIDE,102279
The Lumineers,BRIGHTSIDE,110345
The Lumineers,BRIGHTSIDE,116006
The Lumineers,BRIGHTSIDE,209379
The Lumineers,BRIGHTSIDE,220310
The Lumineers,BRIGHTSIDE,222029
The Lumineers,BRIGHTSIDE,226010
The Lumineers,BRIGHTSIDE,226805
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,BRIGHTSIDE,229773
The Lumineers,brightside (acoustic),55274
James Bay,Brilliant Still,3648
S Club 7,Bring It All Back,4140
Sam Cooke,Bring It On Home to Me,5070
DRAM,Broccoli,3050
DRAM,Broccoli,3160
DRAM,Broccoli,3441
DRAM,Broccoli,220298
Jess Glynne,Broken,3221
Jess Glynne,Broken,9728
Kelly Clarkson,Broken & Beautiful,2154
SZA,Broken Clocks,3264
SZA,Broken Clocks,3506
SZA,Broken Clocks,18130
SZA,Broken Clocks,231253
Sia,Broken Glass,8690
Maisie Peters,Brooklyn,183506
Wolf Alice,Bros,2270
Kodaline,Brother,3562
Lewis Capaldi,Bruises,3450
Olivia Rodrigo,brutal,3242
MARINA,Bubblegum Bitch,21888
George Ezra,Budapest,200733
Ingrid Michaelson,Build It Up,8040
Ingrid Michaelson,Build It Up,19562
La Roux,Bulletproof,2600
Michael Giacchino,Bundle of Joy,1532
Lil Mosey,Burberry Headband,144987
Lil Mosey,Burberry Headband,146225
Lil Mosey,Burberry Headband,146225
Nate Fifield,Burn (Rondes De Jambe En L'air),108770
AJR,Burn The House Down,8725
Wynonna,Burnin' Love (from the motion picture Lilo & Stitch),11562
Elvis Presley,Burning Love,1400
Elvis Presley,Burning Love,9260
Billie Eilish,bury a friend,1450
Erica Banks,Buss It,125910
Loafy Building,Busyland,120000
BTS,Butter,2325
Nate Fifield,Butter (Little Jumps),67630
Hippo Campus,Buttercup,226610
Yung Gravy,Buttered Up,6617
Travis Scott,BUTTERFLY EFFECT,1648
Travis Scott,BUTTERFLY EFFECT,18041
Travis Scott,BUTTERFLY EFFECT,190557
The Pussycat Dolls,Buttons,3857
Mac Miller,Buttons,4991
Zhavaughn Reed,Buy It #Uzi,2368
Chris Janson,Buy Me a Boat,7410
Caamp,By and By,33343
The 1975,By Your Side,1671
The 1975,By Your Side,2739
The 1975,By Your Side,3200
The 1975,By Your Side,18389
The 1975,By Your Side,45359
The 1975,By Your Side,295151
The 1975,By Your Side,295151
Taylor Swift,Bye Bye Baby (Taylor’s Version) (From The Vault),1109
Taylor Swift,Bye Bye Baby (Taylor’s Version) (From The Vault),2943
Taylor Swift,Bye Bye Baby (Taylor’s Version) (From The Vault),6100
Taylor Swift,Bye Bye Baby (Taylor’s Version) (From The Vault),28074
*NSYNC,Bye Bye Bye,94613
Steve Lacy,C U Girl,129697
DNCE,Cake By The Ocean,1002
DNCE,Cake By The Ocean,1114
DNCE,Cake By The Ocean,1260
DNCE,Cake By The Ocean,2175
DNCE,Cake By The Ocean,2182
DNCE,Cake By The Ocean,3540
DNCE,Cake By The Ocean,12591
DNCE,Cake By The Ocean,17361
DNCE,Cake By The Ocean,54890
DNCE,Cake By The Ocean,130236
DNCE,Cake By The Ocean,219146
DNCE,Cake By The Ocean,219146
DNCE,Cake By The Ocean,219146
DNCE,Cake By The Ocean,219146
DNCE,Cake By The Ocean,219146
Nate Fifield,Cake by the Ocean (Stretch),135766
Enur,Calabria 2008,2111
The Band CAMINO,California,4597
Rihanna,California King Bed,9664
Ludwig Goransson,"California Loco - From ""Inner Workings""",1813
Red Hot Chili Peppers,Californication,91690
Taylor Swift,Call It What You Want,1045
Taylor Swift,Call It What You Want,1486
Taylor Swift,Call It What You Want,62583
Taylor Swift,Call It What You Want,84268
Taylor Swift,Call It What You Want,140928
Taylor Swift,Call It What You Want,203506
Taylor Swift,Call It What You Want,203506
Taylor Swift,Call It What You Want,203506
Taylor Swift,Call It What You Want,203506
Taylor Swift,Call It What You Want,203506
Smile,Call My Name (feat. Robyn),6506
The Weeknd,Call Out My Name,12565
The Weeknd,Call Out My Name,228373
Viola Beach,Call You Up,1068
Lizzy McAlpine,called you again,1486
Lizzy McAlpine,called you again,43046
China Anne McClain,Calling All the Monsters,45960
China Anne McClain,Calling All the Monsters,72130
China Anne McClain,Calling All the Monsters,186790
China Anne McClain,Calling All the Monsters,206506
China Anne McClain,Calling All the Monsters,206506
Lil Tjay,Calling My Phone,3343
Kodak Black,Calling My Spirit,2600
Kodak Black,Calling My Spirit,5224
Kodak Black,Calling My Spirit,152000
Vistas,Calm,8191
Kacey Musgraves,camera roll,2965
Vampire Weekend,Campus,3648
James Arthur,Can I Be Him,177330
High School Musical Cast,Can I Have This Dance,2449
High School Musical Cast,Can I Have This Dance,3320
DNCE,Can U Feel It,19967
Nate Fifield,Can You Feel the Love Tonight (Plié),18544
Nate Fifield,Can You Feel the Love Tonight (Plié),26204
Nate Fifield,Can You Feel the Love Tonight (Plié),30914
Nate Fifield,Can You Feel the Love Tonight (Plié),40450
Nate Fifield,Can You Feel the Love Tonight (Plié),42350
Nate Fifield,Can You Feel the Love Tonight (Plié),42370
Nate Fifield,Can You Feel the Love Tonight (Plié),42380
Nate Fifield,Can You Feel the Love Tonight (Plié),42680
Nate Fifield,Can You Feel the Love Tonight (Plié),42960
Nate Fifield,Can You Feel the Love Tonight (Plié),44700
Nate Fifield,Can You Feel the Love Tonight (Plié),45260
Nate Fifield,Can You Feel the Love Tonight (Plié),48120
Nate Fifield,Can You Feel the Love Tonight (Plié),48230
Nate Fifield,Can You Feel the Love Tonight (Plié),58370
Nate Fifield,Can You Feel the Love Tonight (Plié),62580
Nate Fifield,Can You Feel the Love Tonight (Plié),69140
Nate Fifield,Can You Feel the Love Tonight (Plié),85730
Nate Fifield,Can You Feel the Love Tonight (Plié),137678
Childrens DJ's,Can You Imagine?,1068
Ingrid Michaelson,Can’t Help Falling In Love - Live At Daytrotter,10389
Imogen Heap,Candlelight,7140
Imogen Heap,Candlelight,10282
Cameo,Candy,1429
Doja Cat,Candy,5990
Post Malone,Candy Paint,227533
Post Malone,Candy Paint,227533
Post Malone,Candy Paint,268663
Nate Fifield,Can't Get You out of My Head (Coda),226346
Haley Reinhart,Can't Help Falling in Love,1160
Elvis Presley,Can't Help Falling in Love,4250
Elvis Presley,Can't Help Falling in Love,12460
Nate Fifield,Can't Help Falling in Love (Tendu Plié),21327
Nate Fifield,Can't Help Falling in Love (Tendu Plié),30980
Ali Gatie,Can't Lie,195066
Ali Gatie,Can't Lie,195066
Travis Scott,CAN'T SAY,1532
Justin Timberlake,CAN'T STOP THE FEELING! - Film Version,1509
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1109
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1520
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1578
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1880
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2197
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2218
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",7970
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",107349
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",199658
Pitbull,Can't Stop Us Now,1365
Frankie Valli,Can't Take My Eyes off You,1730
Private Island,Can't Take My Eyes Off You,3280
Frankie Valli,Can't Take My Eyes off You,15060
Frankie Valli,Can't Take My Eyes off You,203680
Harry Styles,Canyon Moon,189786
Megan Thee Stallion,Captain Hook,3808
Megan Thee Stallion,Captain Hook,137739
Taylor Swift,cardigan,1230
Taylor Swift,cardigan,1600
Taylor Swift,cardigan,1671
